image_path,country,raw_labels,final_class
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008243.jpg,Japan,"D44,D00,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002031.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007135.jpg,Japan,"D44,D44,D00,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009225.jpg,Japan,"D44,D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009745.jpg,Japan,"D10,D10,D10,D10,D10,D10,D00,D00,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010963.jpg,Japan,"D40,D20,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008915.jpg,Japan,"D44,D44,D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001529.jpg,Japan,"D00,D00,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000490.jpg,Japan,D10,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006656.jpg,Japan,"D44,D10,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003722.jpg,Japan,"D10,D00,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002307.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012071.jpg,Japan,"D10,D10,D00,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000540.jpg,Japan,"D20,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003090.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012072.jpg,Japan,D43,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002506.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003596.jpg,Japan,"D44,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009873.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004829.jpg,Japan,"D20,D50,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000096.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005477.jpg,Japan,"D00,D10,D20,D10,D10,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005354.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006701.jpg,Japan,D10,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011836.jpg,Japan,"D00,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002950.jpg,Japan,"D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011734.jpg,Japan,D43,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002513.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011952.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006127.jpg,Japan,"D00,D44,D50,D50",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011914.jpg,Japan,"D20,D20,D44,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002665.jpg,Japan,"D20,D40,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011530.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004667.jpg,Japan,"D20,D40,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009307.jpg,Japan,"D20,D44",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011495.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004336.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011641.jpg,Japan,D10,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008749.jpg,Japan,"D00,D50,D00,D10,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006313.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004434.jpg,Japan,"D00,D50,D43",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010057.jpg,Japan,"D20,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007659.jpg,Japan,"D20,D10,D10,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001926.jpg,Japan,"D44,D50,D10,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004018.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011497.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003903.jpg,Japan,"D40,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008572.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000025.jpg,Japan,"D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011339.jpg,Japan,"D20,D20,D10,D00,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010231.jpg,Japan,"D40,D50,D20,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011338.jpg,Japan,"D40,D40,D10,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004189.jpg,Japan,"D00,D50,D50,D50,D50,D50",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004751.jpg,Japan,"D50,D20,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009793.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002795.jpg,Japan,"D40,D00,D10,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001499.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008743.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010590.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004587.jpg,Japan,"D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002997.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012946.jpg,Japan,"D00,D00,D44,D44",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004410.jpg,Japan,"D43,D50,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004876.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005475.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002685.jpg,Japan,"D44,D44,D00,D00,D00,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001828.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005347.jpg,Japan,"D20,D50,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005558.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001151.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010773.jpg,Japan,"D50,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012225.jpg,Japan,"D00,D10,D10,D10,D10,D10,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000416.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000254.jpg,Japan,"D40,D40,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008171.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009592.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011063.jpg,Japan,"D40,D40,D20,D20,D40,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009986.jpg,Japan,"D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005231.jpg,Japan,"D20,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011598.jpg,Japan,"D40,D40,D40,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004729.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002324.jpg,Japan,"D00,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012053.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003396.jpg,Japan,D10,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003046.jpg,Japan,"D40,D20,D50,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003686.jpg,Japan,"D50,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008594.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003646.jpg,Japan,"D40,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010328.jpg,Japan,"D44,D00,D00,D00,D10,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002403.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000180.jpg,Japan,"D43,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006818.jpg,Japan,D43,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005766.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007503.jpg,Japan,"D40,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012365.jpg,Japan,"D40,D50,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010392.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011069.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006589.jpg,Japan,"D20,D50,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006457.jpg,Japan,"D40,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009534.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002906.jpg,Japan,"D44,D00,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008863.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005066.jpg,Japan,"D20,D44,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005600.jpg,Japan,"D20,D20,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002176.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000481.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007663.jpg,Japan,"D44,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004657.jpg,Japan,"D44,D00,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012797.jpg,Japan,"D43,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007696.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001373.jpg,Japan,"D44,D20,D44",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004660.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009911.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012374.jpg,Japan,"D40,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001142.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004780.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006191.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003843.jpg,Japan,"D00,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004658.jpg,Japan,"D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011525.jpg,Japan,"D20,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000095.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002167.jpg,Japan,"D50,D50,D50,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011779.jpg,Japan,D50,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000172.jpg,Japan,"D40,D50,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012720.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003580.jpg,Japan,"D44,D44,D20,D20,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010519.jpg,Japan,"D50,D00,D20,D10,D00,D00",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004174.jpg,Japan,"D43,D50,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001574.jpg,Japan,"D40,D40,D40,D40,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010035.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007761.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010432.jpg,Japan,"D50,D50,D20,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012605.jpg,Japan,"D44,D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004030.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000058.jpg,Japan,"D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009559.jpg,Japan,"D40,D40,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009875.jpg,Japan,"D44,D20,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007063.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000712.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012961.jpg,Japan,"D10,D00,D10,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000004.jpg,Japan,"D20,D50,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000264.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006819.jpg,Japan,"D44,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012819.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007054.jpg,Japan,"D43,D50,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005741.jpg,Japan,"D20,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000348.jpg,Japan,"D40,D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008834.jpg,Japan,"D00,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006560.jpg,Japan,"D20,D20,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000722.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011411.jpg,Japan,"D20,D44,D20,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006320.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010191.jpg,Japan,D40,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000463.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_005560.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006981.jpg,Japan,"D44,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004131.jpg,Japan,D43,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000317.jpg,Japan,D43,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000593.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004357.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011713.jpg,Japan,"D50,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_002980.jpg,Japan,D44,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004878.jpg,Japan,"D00,D50,D50,D50,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001992.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010600.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006061.jpg,Japan,"D50,D10,D10",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007399.jpg,Japan,"D44,D44,D00,D10,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011391.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000839.jpg,Japan,"D44,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_010213.jpg,Japan,D00,minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006196.jpg,Japan,"D44,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008693.jpg,Japan,"D50,D20,D20,D50",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009199.jpg,Japan,"D44,D20,D40,D40",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004612.jpg,Japan,"D44,D50,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006715.jpg,Japan,"D50,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_011707.jpg,Japan,"D44,D44",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_013126.jpg,Japan,"D44,D44,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_001096.jpg,Japan,"D20,D50,D10,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_008390.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_007811.jpg,Japan,D20,severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_012858.jpg,Japan,"D00,D00,D00",minor
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_000097.jpg,Japan,"D20,D10,D10",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006767.jpg,Japan,"D20,D20,D50,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_009104.jpg,Japan,"D44,D44,D20",severe
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_004332.jpg,Japan,,normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_003712.jpg,Japan,"D43,D50",normal
/home/mel/studies/Y2S1 (Archived)/Computer-Vision/PMA/rdd-dataset/train/Japan/images/Japan_006506.jpg,Japan,"D40,D40,D50,D20,D20,D50",severe
